ticker,company,sector,industry,pe,fwd_pe,eps_qq,sales_qq,insider_trans,inst_trans,short_float,perf_quarter,perf_half,beta,pct_from_52w_high,recom,avg_volume,rel_volume,price,earnings,target_price,market_cap
LIDR,AEye Inc,Technology,Software - Infrastructure,,,54.96,818.18,-0.37,-8.65,4.23,-17.24,-53.67000000000001,2.7,-70.0,1.0,3090000.0,0.15,1.2,Aug 06/a,4.39,56010000.0
LIF,Life360 Inc,Technology,Software - Application,23.13,22.05,-28.71,37.77,-14.649999999999999,-4.76,11.4,-19.18,0.89,2.26,-64.79,1.5,776520.0,1.71,39.62,Aug 10/a,60.77,3230000000.0
LIFE,Ethos Technologies Inc,Financial,Insurance Brokers,,37.52,4.25,113.35,-3.4099999999999997,-2.94,9.69,124.02,260.0,,-15.39,1.22,1150000.0,2.41,36.0,Aug 03/a,34.88,2300000000.0
LILA,Liberty Latin America Ltd,Communication Services,Telecom Services,,68.44,93.94,1.46,2.66,-17.42,3.51,75.21,55.58,0.64,-6.03,2.6,673260.0,1.78,8.41,Aug 05/a,9.17,1640000000.0
LILAK,Liberty Latin America Ltd,Communication Services,Telecom Services,,36.43,93.94,1.46,6.41,,5.42,75.37,53.09,0.62,-5.78,2.67,1610000.0,2.46,8.4,Aug 05/a,9.14,1640000000.0
LIMN,Liminatus Pharma Inc,Healthcare,Biotechnology,,,-698.35,,0.0,,12.24,-41.61,-65.32,0.77,-97.54,,683630.0,0.03,3.48,-,,4670000.0
LINC,Lincoln Educational Services Corp,Consumer Defensive,Education & Training Services,34.9,24.55,24.55,22.4,-10.32,7.1,7.22,-47.62,-33.76,0.82,-54.97,1.0,834360.0,0.84,25.37,Aug 10/b,50.67,804770000.0
LIND,Lindblad Expeditions Holdings Inc,Consumer Cyclical,Travel Services,,57.2,87.95,18.64,-1.09,9.98,10.82,6.950000000000001,56.21000000000001,2.26,-21.31,1.86,924970.0,1.73,27.54,Aug 03/b,34.86,1810000000.0
LINE,Lineage Inc,Real Estate,REIT - Industrial,,,-385.5,0.8100000000000002,0.03,-1.08,7.7,-11.04,0.16,0.87,-19.54,2.68,944610.0,1.22,36.81,Aug 05/b,45.39,8380000000.000001
LKQ,LKQ Corp,Consumer Cyclical,Auto Parts,12.83,7.53,-27.63,-6.43,0.0,-3.56,6.18,-9.69,-18.42,0.85,-37.25,1.67,3220000.0,1.86,23.3,Jul 30/b,31.07,5890000000.0
LMND,Lemonade Inc,Financial,Insurance - Property & Casualty,,,5.69,104.93999999999998,-1.26,2.45,14.66,-19.97,-27.04,1.86,-52.86,2.83,1320000.0,0.99,47.09,Jul 29/b,59.22,3640000000.0
LNC,Lincoln National Corp,Financial,Insurance - Life,3.65,4.82,76.54,19.4,-4.02,2.83,7.29,13.530000000000001,25.6,1.14,-11.47,2.53,1980000.0,2.3,42.2,Jul 30/b,48.33,8080000000.0
LNTH,Lantheus Holdings Inc,Healthcare,Drug Manufacturers - Specialty & Generic,24.3,15.7,-0.79,2.68,-11.21,2.37,6.72,-3.19,28.93,-0.06,-10.11,2.6,1340000.0,0.76,100.55,Aug 06/b,106.91,6570000000.0
LOAR,Loar Holdings Inc,Industrials,Aerospace & Defense,90.71,39.84,0.8100000000000002,39.36,-0.19,-1.05,8.09,-10.1,1.82,0.62,-22.77,1.67,698380.0,2.6,64.43,Aug 06/b,89.8,6040000000.0
LODE,Comstock Inc,Basic Materials,Other Precious Metals & Mining,,,-25.85,-19.65,,13.419999999999998,9.77,-44.44,-2.93,1.47,-46.79,1.0,1360000.0,1.62,2.65,Jul 23/b,7.0,201380000.0
LPG,Dorian LPG Ltd,Energy,Oil & Gas Midstream,7.72,13.33,1263.72,123.11000000000001,-2.9,4.49,5.11,50.31,80.39,0.66,-3.03,1.5,660340.0,1.55,58.15,Aug 05/b,54.12,2490000000.0
LPTH,Lightpath Technologies Inc,Technology,Electronic Components,,92.81,61.18,73.32,-58.34,30.17,15.15,-34.65,-13.84,1.39,-47.73,1.0,3190000.0,1.34,9.9,Sep 10/a,15.8,693360000.0
LPX,Louisiana-Pacific Corp,Industrials,Building Products & Equipment,84.68,20.89,-51.849999999999994,-12.05,-0.11,2.34,11.0,-15.78,-9.59,1.62,-34.9,1.53,1180000.0,0.98,65.32,Aug 05/b,92.07,4570000000.0
LQDA,Liquidia Corp,Healthcare,Drug Manufacturers - Specialty & Generic,49.02,12.01,251.69000000000003,1842.7299999999998,-21.56,15.67,15.31,-5.9,79.01,0.54,-28.550000000000004,1.67,1670000.0,2.34,66.88,Aug 12/b,107.75,5990000000.0
LRMR,Larimar Therapeutics Inc,Healthcare,Biotechnology,,,23.18,,0.09,6.04,28.55,4.12,-15.21,0.67,-40.97,1.09,1740000.0,0.94,3.79,Aug 04/b,14.4,393720000.0
LRN,Stride Inc,Consumer Defensive,Education & Training Services,10.95,9.95,70.14,-2.69,0.0,-1.9799999999999998,18.7,-4.71,-9.74,0.14,-49.12,1.8,848470.0,1.97,78.9,Aug 04/a,118.2,3280000000.0
LTBR,Lightbridge Corp,Industrials,Electrical Equipment & Parts,,,-14.029999999999998,,-0.64,0.63,12.98,-33.67,-38.69,2.09,-79.19,,803880.0,5.92,6.52,Aug 05/a,10.5,244230000.0
LTC,LTC Properties Inc,Real Estate,REIT - Healthcare Facilities,15.6,23.03,74.05,63.83,1.24,10.02,4.8,17.02,10.89,0.54,-2.39,2.11,577540.0,2.34,42.56,Aug 05/a,45.25,2290000000.0
LTH,Life Time Group Holdings Inc,Consumer Cyclical,Leisure,22.28,22.33,39.44,13.73,-64.3,1.6,4.85,10.37,57.34,1.48,-13.73,1.0,2940000.0,4.49,40.75,Jul 30/b,56.07,9110000000.0
LTRX,Lantronix Inc,Technology,Communication Equipment,,18.43,90.52,8.03,0.75,39.1,6.4,-11.9,-6.25,1.65,-33.14,1.0,1130000.0,2.91,5.85,Aug 26/a,10.79,273230000.0
LUMN,Lumen Technologies Inc,Communication Services,Telecom Services,,,78.24,-9.28,0.12,-0.79,7.37,-21.95,-5.33,1.84,-46.44,2.93,13390000.0,2.31,6.4,Aug 04/a,7.29,6600000000.0
LUNG,Pulmonx Corp,Healthcare,Medical Devices,,,36.74,-4.62,-3.6699999999999995,-12.64,2.54,61.72,48.92,0.33,-28.37,1.8,573700.0,0.75,2.07,Jul 29/a,3.4,88900000.0
LUNR,Intuitive Machines Inc,Industrials,Aerospace & Defense,,,-33.24,309.77,-33.77,12.809999999999999,23.26,-39.08,-26.39,1.86,-70.22,1.25,9500000.0,1.58,13.92,Aug 13/b,31.0,3190000000.0
LVWR,LiveWire Group Inc,Consumer Cyclical,Recreational Vehicles,,,4.0,55.2,-0.18,0.14,28.76,44.25,19.85,1.63,-74.69,3.0,4300000.0,0.53,1.63,Jul 23/b,7.25,334820000.0
LW,Lamb Weston Holdings Inc,Consumer Defensive,Packaged Foods,22.37,13.84,-6.61,5.63,33.23,-1.24,4.63,3.5699999999999994,14.84,0.47,-30.42,2.67,1610000.0,1.22,46.67,Oct 06/b,54.36,6420000000.0
LWLG,Lightwave Logic Inc,Basic Materials,Specialty Chemicals,,,-8.84,27.91,-8.51,12.03,15.88,-47.85,-27.560000000000002,2.41,-72.74,1.0,3480000.0,1.11,5.1,Aug 11/b,10.0,786250000.0
LXEO,Lexeo Therapeutics Inc,Healthcare,Biotechnology,,,49.57,,-0.96,6.69,29.66,-14.81,-27.46,1.55,-61.78,1.11,909250.0,2.52,4.2,Aug 12/b,20.67,344590000.0
LXP,LXP Industrial Trust,Real Estate,REIT - Industrial,61.34,138.75,-105.98,0.45000000000000007,0.0,-4.89,2.64,14.35,26.14,1.04,-1.3,2.43,767410.0,1.35,60.81,Jul 29/b,61.0,3590000000.0
LXRX,Lexicon Pharmaceuticals Inc,Healthcare,Biotechnology,,,-915.7299999999999,-97.6,0.0,5.17,13.47,1.9900000000000002,26.539999999999996,1.07,-23.51,1.8,3380000.0,2.21,2.05,Aug 06/b,3.86,912160000.0
LXU,LSB Industries Inc,Basic Materials,Chemicals,21.76,15.02,-304.8,11.1,-22.11,1.54,6.26,-2.99,-24.59,0.42,-35.87,2.0,813190.0,2.2,11.04,Jul 29/a,13.5,794850000.0
LYFT,Lyft Inc,Technology,Software - Application,2.11,14.69,36.62,16.08,-0.9199999999999999,3.55,19.01,5.74,12.86,1.96,-40.88,2.45,11610000.0,1.3,15.1,Aug 06/a,19.61,5720000000.0
LYNX,Lyntris Inc,Industrials,Aerospace & Defense,,,,,-49.86,7.829999999999999,0.4,,,,-14.44,1.43,1140000.0,0.26,13.69,Sep 02,19.67,1590000000.0
LZ,LegalZoom.com Inc,Industrials,Specialty Business Services,63.01,7.15,2113.33,6.64,-0.83,-1.47,11.12,7.449999999999999,-4.06,1.2,-52.34000000000001,2.5,2850000.0,1.33,5.91,Aug 05/a,7.6,1010000000.0
LZB,La-Z-Boy Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",15.11,10.61,-113.04,-3.36,-7.62,-0.89,4.97,-24.76,-8.3,1.25,-33.54,2.33,646220.0,3.37,29.84,Aug 18/a,41.0,1200000000.0
M,Macy's Inc,Consumer Cyclical,Department Stores,8.02,9.22,97.15,1.2,-18.9,-1.63,12.44,-9.11,21.55,1.47,-17.47,2.88,5610000.0,1.63,21.94,Sep 10/b,23.1,5730000000.0
MAC,Macerich Co,Real Estate,REIT - Retail,,177.38,-2.31,41.23,-0.14,19.63,10.76,-4.23,20.44,2.11,-15.160000000000002,1.8,3500000.0,1.63,22.63,Aug 04/a,27.07,6670000000.0
MAIA,MAIA Biotechnology Inc,Healthcare,Biotechnology,,,25.95,,4.16,0.88,4.64,-6.43,-12.67,0.24,-58.93000000000001,1.0,513610.0,0.91,1.31,Aug 11,14.0,79690000.0
MAIN,Main Street Capital Corp,Financial,Asset Management,11.32,14.47,15.28,-6.550000000000001,-1.04,,10.51,10.89,2.04,0.74,-14.180000000000001,2.71,579950.0,0.93,56.19,Aug 06/a,59.5,5250000000.0
MAMA,Mama's Creations Inc,Consumer Defensive,Packaged Foods,76.85,38.57,76.32,55.05,-2.06,25.81,7.36,-25.66,-11.82,0.56,-37.1,1.0,718650.0,2.7,13.21,Sep 03/a,22.29,622820000.0
MAN,ManpowerGroup,Industrials,Staffing & Employment Services,25.99,11.82,178.22,7.539999999999999,0.0,7.19,10.42,71.8,119.24999999999999,0.67,-9.77,2.54,1230000.0,1.08,57.64,Jul 16/b,57.33,2680000000.0
MANE,Veradermics Inc,Healthcare,Biotechnology,,,-44.05,,-7.690000000000001,22.85,13.31,13.720000000000002,87.58,,-18.66,1.0,755550.0,2.48,106.75,Aug 11/b,163.5,4460000000.0
MARA,MARA Holdings Inc,Financial,Capital Markets,,,-186.86,-26.669999999999998,-3.9599999999999995,8.18,29.15,-6.890000000000001,43.6,5.34,-43.54,2.12,48190000.0,1.75,13.24,Aug 06/a,18.0,5110000000.0
MAT,Mattel Inc,Consumer Cyclical,Leisure,9.77,8.37,-138.44,10.48,-1.3,0.17,9.22,-5.56,-11.6,0.7,-41.01,2.05,4300000.0,2.05,13.26,Aug 04/a,17.83,3790000000.0
MATV,Mativ Holdings Inc,Basic Materials,Specialty Chemicals,7.56,9.59,134.78,1.22,0.0,1.41,2.53,51.39,44.28,0.89,-22.55,1.0,574530.0,1.74,11.99,Aug 05/a,21.0,661730000.0
MATW,Matthews International Corp,Industrials,Conglomerates,,26.14,-253.9,-29.580000000000002,0.52,-4.51,14.39,-22.31,-16.27,1.04,-33.79,1.67,593280.0,10.7,20.48,Aug 06/a,31.33,639250000.0
MAX,MediaAlpha Inc,Communication Services,Internet Content & Information,6.53,8.88,290.35,25.929999999999996,-5.31,-1.33,11.21,3.55,8.26,1.14,-28.64,1.67,842960.0,1.24,10.49,Jul 29/a,15.62,642660000.0
MAZE,Maze Therapeutics Inc,Healthcare,Biotechnology,,,1.29,,-1.77,11.93,17.17,-12.31,-54.44,2.25,-58.02,1.0,547370.0,2.73,22.52,Aug 11/a,62.55,1250000000.0
MBC,MasterBrand Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",,27.58,-229.8,11.53,-0.15,45.15,8.6,-26.93,-14.029999999999998,1.5,-52.56000000000001,3.0,2210000.0,4.74,6.62,Aug 04/a,10.36,1350000000.0
MBGL,Mobility Global Inc,Technology,Software - Infrastructure,,,,,3.01,39.18,2.03,,,,-25.040000000000003,2.2,7200000.0,1.37,19.49,Aug 07/b,23.78,5750000000.0
MBOT,Microbot Medical Inc,Healthcare,Medical Devices,,,12.619999999999997,,0.0,-19.49,11.85,-26.88,-47.89,1.03,-63.63999999999999,1.0,662720.0,1.05,1.36,Aug 18,6.67,91340000.0
MBX,MBX Biosciences Inc,Healthcare,Biotechnology,,,-33.99,,-0.4,1.56,13.62,46.2,121.28000000000002,0.06,-13.390000000000002,1.09,653270.0,1.43,62.91,Aug 06/b,88.1,3030000000.0
MC,Moelis & Co,Financial,Capital Markets,20.8,15.15,16.45,12.05,-0.8100000000000002,-0.57,7.14,-11.09,10.69,1.89,-23.63,2.82,890080.0,2.03,59.73,Jul 29/a,72.2,4850000000.0
MCHB,Mechanics Bancorp,Financial,Banks - Regional,12.33,12.94,211.23,167.34,-0.0,-1.51,13.65,5.05,8.07,1.43,-11.37,2.25,563340.0,2.66,15.4,Jul 29/b,17.62,3560000000.0
MD,Pediatrix Medical Group Inc,Healthcare,Medical Care Facilities,12.45,10.62,6.619999999999999,4.04,-2.73,0.49,6.02,9.83,30.37,0.61,-7.19,2.71,801860.0,2.57,25.93,Aug 04/b,26.33,2109999999.9999998
MDU,MDU Resources Group Inc,Utilities,Utilities - Regulated Gas,19.52,17.57,49.4,6.87,0.0,-0.37,7.85,-12.82,-9.02,0.73,-19.23,1.75,1590000.0,3.61,18.56,Aug 06/b,23.71,3900000000.0
MDXG,Mimedx Group Inc,Healthcare,Biotechnology,121.07,35.6,-255.9,-34.73,0.0,-0.8199999999999998,8.21,29.969999999999995,14.39,1.17,-40.15,1.0,1270000.0,3.08,4.77,Jul 29/a,7.4,695280000.0
MEC,Mayville Engineering Company Inc,Industrials,Metal Fabrication,,16.92,-71.96,23.16,-1.56,38.28,9.52,-51.790000000000006,-0.52,1.42,-55.620000000000005,1.0,557750.0,3.17,17.2,Aug 04/a,37.0,438610000.0
MEDS,DataMEDS AI Inc,Healthcare,Medical Distribution,,,-34.99,-77.15,0.0,4.32,11.3,10.91,-37.28,-4.85,-94.99,,4410000.0,3.59,3.76,Aug 17/b,,11930000.0
MEI,Methode Electronics Inc,Technology,Electronic Components,,86.55,-9.75,10.35,0.0,3.55,8.38,-5.35,149.91,1.57,-34.89,2.0,800820.0,1.11,13.27,Sep 02/a,22.0,473010000.0
METC,Ramaco Resources Inc,Basic Materials,Coking Coal,,,8.51,-5.33,-17.08,-6.959999999999999,32.69,-34.1,-36.15,1.67,-84.05,1.67,1990000.0,1.41,9.22,Aug 04/a,19.89,538930000.0
MFA,MFA Financial Inc,Real Estate,REIT - Mortgage,8.36,5.98,60.08,47.94,0.0,-0.1,4.66,-12.28,-15.299999999999999,1.52,-19.85,2.0,1590000.0,2.07,8.36,Aug 05/b,10.38,845100000.0
MFIC,MidCap Financial Investment Corp,Financial,Asset Management,,7.23,-209.22,6.860000000000001,0.0,,3.49,-9.16,-17.02,0.67,-27.839999999999996,2.5,534550.0,1.71,9.02,Aug 06/b,10.41,743000000.0
MFP,Midera Food Processing Inc,Industrials,Specialty Industrial Machinery,,16.39,,,1.54,109.89999999999999,3.59,,,,-19.48,2.0,896330.0,1.89,42.34,Aug 13/a,46.67,1920000000.0
MGM,MGM Resorts International,Consumer Cyclical,Resorts & Casinos,22.88,18.92,521.89,1.05,1.44,-4.19,10.41,-19.28,1.8000000000000003,1.33,-26.71,2.35,2480000.0,3.17,37.81,Jul 29/a,50.74,9510000000.0
MGNI,Magnite Inc,Communication Services,Advertising Agencies,23.03,18.7,75.23,11.24,-27.200000000000003,7.76,7.83,40.58,101.36,2.32,-6.3,1.33,2670000.0,1.34,25.15,Aug 05/a,29.22,3610000000.0
MGNX,Macrogenics Inc,Healthcare,Biotechnology,,,153.45,47.62,-1.36,11.87,11.59,0.24,42.76,1.2,-18.5,2.17,830910.0,1.05,4.14,Aug 13/a,8.0,263720000.00000003
MGTX,MeiraGTx Holdings plc,Healthcare,Biotechnology,18.78,,455.90000000000003,8608.59,-1.55,11.99,5.06,17.05,80.27,1.33,-13.68,1.0,854560.0,1.1,13.25,Aug 13/b,29.43,1270000000.0
MGY,Magnolia Oil & Gas Corp,Energy,Oil & Gas E&P,11.03,8.12,135.03,50.11,0.08,0.8100000000000002,11.48,-4.66,-17.71,0.78,-23.14,1.77,4690000.0,1.53,25.18,Aug 05/a,33.0,5970000000.0
MH,McGraw Hill Inc,Consumer Defensive,Education & Training Services,26.53,6.19,9980.0,2.65,0.01,-3.2099999999999995,9.58,32.85,-5.23,-0.82,-28.559999999999995,1.23,747140.0,0.77,12.86,Aug 13/b,17.92,2460000000.0
MHK,Mohawk Industries Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",16.72,12.57,37.59,6.76,-1.9,-2.17,7.7,12.28,28.360000000000003,1.16,-10.13,2.56,910670.0,2.0,126.09,Jul 30/a,135.79,8539999999.999999
MIAX,Miami International Holdings Inc,Financial,Capital Markets,49.96,20.2,34.81,18.26,-11.65,30.97,7.82,3.03,-0.59,1.69,-32.11,2.14,1670000.0,4.14,38.79,Aug 05/a,51.4,3850000000.0
MIDD,Middleby Corp,Industrials,Specialty Industrial Machinery,,14.45,-39.36,-10.46,0.0,-2.78,3.65,-18.97,-0.36,1.31,-24.41,1.5,691780.0,2.05,112.28,Aug 11/b,155.89,5080000000.0
MIR,Mirion Technologies Inc,Industrials,Specialty Industrial Machinery,178.68,23.61,-18.13,19.69,0.08,3.03,15.31,-15.310000000000002,-19.96,1.08,-47.95,1.27,4010000.0,1.87,15.76,Jul 28/a,24.27,3920000000.0
MIRM,Mirum Pharmaceuticals Inc,Healthcare,Biotechnology,,,-799.75,37.92,-1.6099999999999999,5.1,11.47,-14.279999999999998,1.22,0.6,-29.359999999999996,1.07,756590.0,2.38,91.83,Aug 05/a,138.21,5960000000.0
MITK,Mitek Systems Inc,Technology,Software - Application,35.88,14.18,236.20000000000002,18.17,-7.04,4.64,9.39,-3.04,16.99,0.94,-20.52,1.0,824540.0,1.63,16.73,Aug 06/a,23.62,754900000.0
MKTX,MarketAxess Holdings Inc,Financial,Capital Markets,19.26,18.87,1.31,-2.75,-2.05,-1.36,5.17,35.81,-6.4399999999999995,0.79,-16.61,2.86,1030000.0,1.95,163.42,Jul 30/b,158.0,5750000000.0
MLKN,MillerKnoll Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",15.62,8.78,140.38,4.41,0.0,-0.62,5.91,25.21,15.42,1.35,-16.39,2.0,733500.0,2.28,20.66,Sep 22/b,35.0,1420000000.0
MLYS,Mineralys Therapeutics Inc,Healthcare,Biotechnology,,,-330.32,,-0.11,12.12,15.39,13.76,20.36,0.65,-41.2,1.22,1110000.0,3.42,28.02,Aug 11/a,48.5,2480000000.0
MMED,MiniMed Group Inc,Healthcare,Medical Instruments & Supplies,,33.4,100.0,16.44,0.0,1.7399999999999998,29.67,47.53,27.35,,-10.81,1.42,1590000.0,1.82,21.79,Sep 01/b,25.5,6130000000.0
MMS,Maximus Inc,Industrials,Specialty Business Services,8.26,6.69,4.98,-5.15,0.0,-0.83,6.26,0.36,-18.61,0.58,-44.06,1.33,675950.0,2.88,55.94,Aug 06/b,92.5,2930000000.0
MMSI,Merit Medical Systems Inc,Healthcare,Medical Instruments & Supplies,35.19,18.51,20.3,9.83,-1.56,3.92,6.22,27.0,24.94,0.51,-9.9,1.67,858160.0,1.06,85.37,Jul 30/a,101.45,5100000000.0
MNKD,Mannkind Corp,Healthcare,Biotechnology,,,-3033.33,42.92,-1.15,-3.36,8.65,-10.15,40.48,1.09,-45.62,1.25,4430000.0,1.24,3.54,Aug 05/a,7.97,1140000000.0
MNR,Mach Natural Resources LP,Energy,Oil & Gas E&P,21.04,8.34,-22.82,64.19,-3.8900000000000006,-6.47,1.38,-10.6,-20.61,-0.39,-25.900000000000002,1.5,559030.0,1.98,11.13,Aug 06/a,17.56,1860000000.0
MNRO,Monro Inc,Consumer Cyclical,Auto Parts,60.23,29.66,70.53,-4.62,0.0,-5.55,29.04,-22.19,-21.07,1.1,-49.39,2.2,1070000.0,2.6,12.1,Jul 29/b,22.0,378300000.0
MNTN,MNTN Inc,Technology,Software - Application,15.03,10.19,123.63,20.56,-0.8699999999999999,16.99,11.74,35.21,23.79,1.06,-45.88,1.27,1160000.0,2.09,11.29,Aug 04/a,17.82,844530000.0
MNTS,Momentus Inc,Industrials,Aerospace & Defense,,,96.84,-86.91,6.29,12.58,7.56,-59.61,0.72,2.42,-87.87,1.0,1240000.0,0.75,4.18,Aug 18,8.0,91810000.0
MOS,Mosaic Company,Basic Materials,Agricultural Inputs,,16.25,-166.65,-6.04,-1.69,2.39,9.12,6.9,-6.559999999999999,0.9,-33.83,2.41,8380000.000000001,1.4,24.48,Aug 04/a,26.29,7780000000.0
MP,MP Materials Corp,Basic Materials,Other Industrial Metals & Mining,,58.25,39.6,119.65999999999998,-3.45,8.26,22.16,-22.37,-11.0,1.99,-52.86,1.29,5730000.0,1.71,47.26,Aug 06/a,72.46,8420000000.0
MPLT,MapLight Therapeutics Inc,Healthcare,Biotechnology,,,-83.91,,12.85,-1.71,29.9,-62.11,-37.56,,-72.99,1.31,886810.0,2.07,10.92,Aug 13/a,25.75,577100000.0
MPT,Medical Properties Trust Inc,Real Estate,REIT - Healthcare Facilities,,,96.95,7.870000000000001,0.0,4.25,30.63,-24.94,-27.810000000000002,1.49,-47.45,2.62,7730000.0,2.69,3.4,Aug 10/b,5.12,2029999999.9999998
MQ,Marqeta Inc,Technology,Software - Infrastructure,158.72,30.88,1364.29,17.02,-0.58,-2.9,5.78,0.32,-0.95,1.22,-34.36,2.8,1000000.0,1.28,15.57,Aug 04/a,20.11,1620000000.0
MRAM,Everspin Technologies Inc,Technology,Semiconductors,,117.54,-404.36000000000007,41.93,-13.99,-2.31,19.13,-43.64,61.69,1.92,-70.33,1.0,1310000.0,1.17,15.28,Aug 05/a,25.67,372070000.0
MRCY,Mercury Systems Inc,Industrials,Aerospace & Defense,,38.45,-95.27,6.11,-35.01,0.74,8.71,-25.129999999999995,9.6,0.97,-33.61,1.69,747540.0,2.32,85.28,Aug 18/a,116.27,5190000000.0
MRLN,Merlin Inc,Industrials,Aerospace & Defense,,,-2114.86,,0.0,30.28,99.24,-70.85,-79.12,1.95,-88.53,1.0,1890000.0,4.29,1.95,Aug 13/a,8.8,197090000.0
MRP,Millrose Properties Inc,Real Estate,REIT - Residential,10.07,8.86,11.59,32.11,2.03,1.7000000000000002,4.74,1.6500000000000001,-0.65,0.38,-17.75,1.0,1340000.0,4.2,28.87,Aug 04/b,37.17,4450000000.0
MRTN,Marten Transport Ltd,Industrials,Trucking,87.1,20.56,-25.85,-2.77,0.0,5.99,5.82,-19.88,11.57,1.01,-26.950000000000003,2.67,698810.0,2.33,13.5,Jul 23/a,17.5,1100000000.0
MRVI,Maravai LifeSciences Holdings Inc,Healthcare,Biotechnology,,,69.44,8.53,-0.08,8.87,9.86,34.04,130.03,0.55,-26.009999999999998,1.89,3530000.0,0.71,6.97,Aug 06/a,7.42,1810000000.0
MSM,MSC Industrial Direct Co Inc,Industrials,Industrial Distribution,29.57,22.34,40.8,7.82,0.0,-2.49,5.06,3.12,40.67,0.81,-6.32,2.64,712300.0,2.62,122.21,Jul 01/b,141.67,6820000000.0
MSS,Maison Solutions Inc,Consumer Defensive,Grocery Stores,,1.21,-455.41999999999996,-13.48,-22.83,33.95,17.01,-57.3,-78.53,4.07,-99.21,1.0,2780000.0,0.07,1.56,Jul 01,162.5,1330000.0
MTCH,Match Group Inc,Communication Services,Internet Content & Information,15.25,13.39,43.47,-1.23,-1.35,-2.37,4.44,21.86,37.27,1.42,-3.8599999999999994,2.48,3370000.0,1.84,43.2,Aug 04/a,41.88,9920000000.0
MTDR,Matador Resources Co,Energy,Oil & Gas E&P,9.76,6.57,160.69,26.76,0.4,2.67,12.03,14.63,-0.45999999999999996,0.96,-15.0,1.42,1990000.0,1.14,56.81,Aug 05/a,70.32,7030000000.0
MTG,MGIC Investment Corp,Financial,Insurance - Specialty,9.28,8.75,6.76,-2.91,-13.209999999999999,-4.76,3.98,13.930000000000001,14.24,0.65,-6.9,3.0,1830000.0,2.85,29.69,Jul 29/a,31.2,6090000000.0
MTH,Meritage Homes Corp,Consumer Cyclical,Residential Construction,13.22,10.66,-32.91,-13.77,-0.06,1.23,7.05,-16.48,5.07,1.33,-25.920000000000005,2.25,830030.0,3.08,63.25,Jul 29/a,81.38,4120000000.0
MTN,Vail Resorts Inc,Consumer Cyclical,Resorts & Casinos,31.76,22.69,-16.37,-6.98,0.0,3.16,16.42,-3.44,3.0,0.77,-14.41,2.53,704770.0,2.41,139.8,Sep 28/a,147.54,4980000000.0
MUR,Murphy Oil Corp,Energy,Oil & Gas E&P,18.53,11.82,920.95,35.61,0.0,-1.35,7.81,9.04,-1.86,0.57,-13.73,2.89,1760000.0,2.43,37.39,Aug 05/a,40.53,5360000000.0
MVIS,Microvision Inc,Technology,Scientific & Technical Instruments,,,-97.72,850.3199999999999,0.0,-7.39,20.13,-69.61,-83.9,1.11,-92.81,1.0,1360000.0,0.89,1.66,Aug 06/a,30.0,50780000.0
MWA,Mueller Water Products Inc,Industrials,Specialty Industrial Machinery,15.51,13.79,28.24,4.1,-3.73,1.06,3.69,-16.19,-20.54,1.0,-29.350000000000005,2.86,1180000.0,4.23,21.9,Aug 05/a,29.5,3420000000.0
MWH,SOLV Energy Inc,Utilities,Utilities - Renewable,,16.2,5320.0,133.24,0.0,11.95,13.69,-22.65,-7.16,,-45.33,1.11,1990000.0,0.82,26.46,Aug 13/b,44.44,5360000000.0
MXCT,MaxCyte Inc,Healthcare,Medical Devices,,,28.42,-14.529999999999998,0.0,-4.53,1.37,-1.6500000000000001,58.14,1.48,-36.19,1.33,1050000.0,0.46,1.19,Aug 12/a,4.1,122820000.0
MXL,MaxLinear Inc,Technology,Semiconductors,,30.09,105.90000000000002,55.169999999999995,-11.32,-1.9900000000000002,5.27,-8.61,374.39,3.97,-36.77,1.7,3260000.0,1.51,81.12,Jul 23/a,101.5,7360000000.0
MYGN,Myriad Genetics Inc,Healthcare,Diagnostics & Research,,,87.25,-10.51,-0.11,-6.06,8.82,-14.32,-18.11,1.64,-54.71,3.3,2000000.0,1.76,3.89,Jul 30/a,3.37,372080000.0
MYO,Myomo Inc,Healthcare,Medical Devices,,,15.439999999999998,21.26,4.86,-1.34,3.32,15.620000000000001,105.21000000000001,1.6,-21.49,1.0,644850.0,1.04,1.48,Aug 05/a,4.64,58620000.0
NABL,N-able Inc,Technology,Information Technology Services,,8.88,143.66,5.31,0.0,1.8799999999999997,6.34,25.489999999999995,-24.26,0.46,-56.04,2.57,2390000.0,7.56,3.84,Aug 10/b,4.68,725400000.0
NAD,Nuveen Quality Municipal Income Fund,Financial,Closed-End Fund - Debt,,,,,0.01,,0.47,-11.19,-11.12,0.65,-13.65,,691390.0,2.48,10.63,-,,2480000000.0
NAGE,Niagen Bioscience Inc,Consumer Defensive,Packaged Foods,15.89,19.3,-72.01,-4.28,0.0,-8.56,8.0,-14.57,-36.92,2.01,-71.58,1.0,626200.0,0.97,2.99,Aug 04/a,12.08,236590000.0
NATL,NCR Atleos Corp,Technology,Software - Application,17.7,8.51,42.73,-0.09,0.0,4.86,6.15,4.61,6.4399999999999995,0.57,-5.9,3.0,697090.0,2.28,45.64,Aug 05/b,50.2,3370000000.0
